[2026-04-01T10:49:31.658Z] GET http://localhost:8767/ → 200 (5ms, 113287B)
[2026-04-01T12:03:57.357Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:03:57.357Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:03:57.358Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:03:57.376Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:57.377Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:57.377Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:18.227Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T12:04:18.230Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (1ms, 19418B)
[2026-04-01T12:04:18.231Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:04:18.231Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:04:18.246Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (1ms, ?B)
[2026-04-01T12:04:18.247Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:18.247Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:34.364Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:04:34.367Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:04:34.368Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:04:34.368Z] GET http://localhost:8770/main.js → 304 (1ms, ?B)
[2026-04-01T12:04:34.383Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:34.383Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:34.383Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:51.307Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:04:51.310Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:04:51.310Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T12:04:51.310Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:04:51.325Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:51.325Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:51.325Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:57.381Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:04:57.384Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:04:57.384Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:04:57.385Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:04:57.404Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:57.404Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:04:57.404Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:05:29.357Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:05:29.360Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:05:29.360Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:05:29.360Z] GET http://localhost:8770/main.js → 200 (1ms, 21757B)
[2026-04-01T12:05:29.376Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:05:29.376Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:05:29.376Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:05:45.730Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T12:05:45.734Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:05:45.734Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:05:45.734Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:05:45.751Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:05:45.751Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:05:45.751Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:08:15.313Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T12:08:15.317Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:08:15.317Z] GET http://localhost:8770/styles.css → 304 (1ms, ?B)
[2026-04-01T12:08:15.317Z] GET http://localhost:8770/main.js → 304 (1ms, ?B)
[2026-04-01T12:08:15.334Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:08:15.334Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:08:15.334Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:08:36.631Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:08:36.635Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:08:36.635Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:08:36.635Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:08:36.651Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:08:36.651Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:08:36.651Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:12:47.178Z] GET http://localhost:8770/ → 200 (?ms, 115561B)
[2026-04-01T12:12:47.182Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:12:47.183Z] GET http://localhost:8770/styles.css → 200 (?ms, 39537B)
[2026-04-01T12:12:47.183Z] GET http://localhost:8770/main.js → 304 (?ms, ?B)
[2026-04-01T12:12:47.200Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:12:47.200Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:12:47.200Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:12:50.218Z] GET http://localhost:8770/ → 200 (1ms, 115561B)
[2026-04-01T12:12:50.221Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:12:50.221Z] GET http://localhost:8770/styles.css → 304 (1ms, ?B)
[2026-04-01T12:12:50.222Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:12:50.239Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:12:50.239Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:12:50.239Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:22.357Z] GET http://localhost:8770/ → 200 (2ms, 115561B)
[2026-04-01T12:13:22.362Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:13:22.362Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T12:13:22.362Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:13:22.380Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (1ms, ?B)
[2026-04-01T12:13:22.381Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:22.381Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:26.064Z] GET http://localhost:8770/ → 200 (1ms, 115561B)
[2026-04-01T12:13:26.068Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:13:26.068Z] GET http://localhost:8770/styles.css → 200 (?ms, 39537B)
[2026-04-01T12:13:26.069Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:13:26.087Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:26.087Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:26.087Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:52.825Z] GET http://localhost:8770/ → 200 (1ms, 115561B)
[2026-04-01T12:13:52.829Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:13:52.829Z] GET http://localhost:8770/styles.css → 304 (1ms, ?B)
[2026-04-01T12:13:52.829Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:13:52.845Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:52.845Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:13:52.845Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:14:34.450Z] GET http://localhost:8770/ → 200 (1ms, 115813B)
[2026-04-01T12:14:34.455Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:14:34.455Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T12:14:34.455Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:14:34.470Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:14:34.470Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:14:34.470Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:14:38.152Z] GET http://localhost:8770/ → 200 (1ms, 115813B)
[2026-04-01T12:14:38.155Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:14:38.155Z] GET http://localhost:8770/styles.css → 200 (?ms, 39537B)
[2026-04-01T12:14:38.155Z] GET http://localhost:8770/main.js → 200 (1ms, 21757B)
[2026-04-01T12:14:38.170Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:14:38.170Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:14:38.170Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:18:52.257Z] GET http://localhost:8770/ → 200 (1ms, 115837B)
[2026-04-01T12:18:52.261Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:18:52.261Z] GET http://localhost:8770/styles.css → 304 (1ms, ?B)
[2026-04-01T12:18:52.261Z] GET http://localhost:8770/main.js → 304 (2ms, ?B)
[2026-04-01T12:18:52.278Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:18:52.278Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:18:52.278Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:18:55.795Z] GET http://localhost:8770/ → 200 (1ms, 115837B)
[2026-04-01T12:18:55.799Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:18:55.799Z] GET http://localhost:8770/styles.css → 200 (?ms, 39537B)
[2026-04-01T12:18:55.799Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:18:55.814Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:18:55.814Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:18:55.814Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:19:00.265Z] GET http://localhost:8770/ → 200 (1ms, 115837B)
[2026-04-01T12:19:00.268Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:19:00.268Z] GET http://localhost:8770/styles.css → 200 (1ms, 39537B)
[2026-04-01T12:19:00.269Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:19:00.283Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (1ms, ?B)
[2026-04-01T12:19:00.284Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:19:00.284Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:26:56.991Z] GET http://localhost:8770/ → 200 (1ms, 115837B)
[2026-04-01T12:26:56.995Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:26:56.995Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T12:26:56.995Z] GET http://localhost:8770/main.js → 304 (17ms, ?B)
[2026-04-01T12:26:57.011Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:26:57.011Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:26:57.012Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:39:36.687Z] GET https://shaojie66.github.io/claude-code-course/ → pending (?ms, ?B)
[2026-04-01T12:39:37.118Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:39:37.118Z] GET https://shaojie66.github.io/claude-code-course/styles.css → 200 (277ms, 39537B)
[2026-04-01T12:39:37.118Z] GET https://shaojie66.github.io/claude-code-course/main.js → 200 (256ms, 21757B)
